Text,Amount,Category
I had treatment and paid $218,218,Health
I purchased first aid supplies for $33 for self-care,33,Health
I had treatment and paid $89 monthly,89,Health
I paid $34 for eye exam at the clinic,34,Health
I purchased protein powder for $78 for self-care,78,Health
I purchased thermometer for $124 for self-care,124,Health
I paid $227 for therapy session treatment,227,Health
I paid $58 for a checkup session,58,Health
I spent $149 on supplements for my health,149,Health
I spent $72 on thermometer at the drugstore,72,Health
I spent $56 on blood pressure monitor for fitness,56,Health
I had dental cleaning done and paid $37,37,Health
I had my dental cleaning and paid $197 at the dentist,197,Health
I had my vaccination and paid $187 at the therapy center,187,Health
I purchased protein powder and paid $26 for health,26,Health
I spent $134 on fitness tracker at the drugstore,134,Health
I purchased thermometer for $33,33,Health
I had therapy session done and paid $148,148,Health
I purchased pain relievers for $57,57,Health
I had my chiropractic adjustment and paid $240 at the medical center,240,Health
I spent $30 on health blood pressure monitor,30,Health
I purchased protein powder for wellness for $195,195,Health
I purchased bandages and paid $186 for health,186,Health
I spent $29 on bandages for fitness,29,Health
I had consultation and paid $184 monthly,184,Health
I paid $35 for a acupuncture session,35,Health
I spent $224 on pain relievers at the drugstore,224,Health
I paid $20 for consultation treatment,20,Health
I purchased blood pressure monitor for wellness for $89,89,Health
I purchased supplements and paid $36 for health,36,Health
I paid $106 for dental cleaning,106,Health
I purchased fitness tracker for wellness for $90,90,Health
I spent $242 on bandages at the drugstore,242,Health
I paid $229 for dental cleaning at the clinic,229,Health
I had a eye exam appointment and paid $145,145,Health
I had chiropractic adjustment done and paid $182,182,Health
I had treatment and paid $161 monthly,161,Health
I paid $32 for therapy session at the clinic,32,Health
I purchased protein powder for wellness for $80,80,Health
I paid $195 for eye exam consultation,195,Health
I paid $20 for a physical therapy session,20,Health
I purchased medication for $200,200,Health
I bought thermometer and paid $29 at the pharmacy,29,Health
I had massage and paid $49,49,Health
I bought supplements and paid $40 at the pharmacy,40,Health
I paid $203 for a dental cleaning session,203,Health
I purchased vitamins for $35 for self-care,35,Health
I spent $249 on health fitness tracker,249,Health
I purchased protein powder for $137,137,Health
I paid $30 for consultation,30,Health
I purchased supplements and paid $22 for health,22,Health
I spent $109 on health supplements,109,Health
I purchased thermometer and paid $198 for health,198,Health
I bought thermometer and paid $15 at the pharmacy,15,Health
I paid $133 for checkup treatment,133,Health
I spent $216 on pain relievers for my health,216,Health
I paid $243 for a physical therapy session,243,Health
I paid $223 for consultation,223,Health
I paid $52 for vaccination,52,Health
I purchased blood pressure monitor for $98 for self-care,98,Health
I had vaccination and paid $228 monthly,228,Health
I had eye exam and paid $90 monthly,90,Health
I paid $163 for acupuncture,163,Health
I paid $27 for a massage session,27,Health
I spent $123 on thermometer at the drugstore,123,Health
I purchased fitness tracker and paid $118 for health,118,Health
I paid $144 for physical therapy consultation,144,Health
I had checkup and paid $129 monthly,129,Health
I had vaccination and paid $201 monthly,201,Health
I paid $126 for acupuncture at the clinic,126,Health
I bought thermometer and paid $193 at the pharmacy,193,Health
I visited the medical center and paid $179 for acupuncture,179,Health
I visited the hospital and paid $68 for dental cleaning,68,Health
I paid $248 for acupuncture at the clinic,248,Health
I paid $241 for treatment consultation,241,Health
I had screening done and paid $46,46,Health
I bought pain relievers and paid $192 at the pharmacy,192,Health
I spent $226 on vitamins for fitness,226,Health
I purchased vitamins for $141,141,Health
I bought supplements and paid $166 at the pharmacy,166,Health
I had my chiropractic adjustment and paid $185 at the therapy center,185,Health
I paid $170 for treatment,170,Health
I spent $131 on vitamins at the drugstore,131,Health
I had my dental cleaning and paid $90 at the wellness center,90,Health
I purchased fitness tracker for $219,219,Health
I had my physical therapy and paid $235 at the pharmacy,235,Health
I purchased pain relievers for $35,35,Health
I had physical therapy done and paid $122,122,Health
I paid $202 for vaccination consultation,202,Health
I had consultation and paid $84 monthly,84,Health
I paid $119 for a dental cleaning session,119,Health
I purchased bandages for $233,233,Health
I had my treatment and paid $123 at the hospital,123,Health
I spent $64 on thermometer for my health,64,Health
I paid $51 for a checkup session,51,Health
I purchased supplements for wellness for $189,189,Health
I had checkup done and paid $68,68,Health
I purchased fitness tracker for $66 for self-care,66,Health
I had chiropractic adjustment and paid $64,64,Health
I paid $248 for massage at the clinic,248,Health
I paid $28 for eye exam consultation,28,Health
I purchased supplements and paid $122 for health,122,Health
I purchased protein powder for $162 for self-care,162,Health
I paid $52 for chiropractic adjustment consultation,52,Health
I paid $179 for checkup treatment,179,Health
I visited the clinic and paid $151 for chiropractic adjustment,151,Health
I paid $19 for treatment treatment,19,Health
I had checkup and paid $179,179,Health
I paid $226 for therapy session consultation,226,Health
I paid $52 for vaccination treatment,52,Health
I paid $40 for vaccination at the clinic,40,Health
I purchased pain relievers for wellness for $29,29,Health
I purchased bandages for $154,154,Health
I paid $62 for physical therapy treatment,62,Health
I paid $111 for massage consultation,111,Health
I paid $160 for chiropractic adjustment consultation,160,Health
I paid $15 for a dental cleaning session,15,Health
I paid $47 for checkup treatment,47,Health
I had my massage and paid $204 at the clinic,204,Health
I bought bandages and paid $142 at the pharmacy,142,Health
I visited the wellness center and paid $74 for physical therapy,74,Health
I had checkup done and paid $35,35,Health
I paid $134 for acupuncture at the clinic,134,Health
I paid $195 for acupuncture treatment,195,Health
I visited the dentist and paid $123 for checkup,123,Health
I had therapy session and paid $194 monthly,194,Health
I spent $88 on thermometer for my health,88,Health
I visited the pharmacy and paid $180 for chiropractic adjustment,180,Health
I paid $250 for acupuncture consultation,250,Health
I visited the dentist and paid $157 for treatment,157,Health
I spent $117 on pain relievers for my health,117,Health
I had a acupuncture appointment and paid $72,72,Health
I spent $211 on bandages for my health,211,Health
I spent $90 on first aid supplies for my health,90,Health
I purchased vitamins for wellness for $85,85,Health
I spent $86 on pain relievers for fitness,86,Health
I purchased supplements for wellness for $202,202,Health
I purchased pain relievers for $58 for self-care,58,Health
I had chiropractic adjustment done and paid $18,18,Health
I paid $31 for vaccination consultation,31,Health
I had a physical therapy appointment and paid $34,34,Health
I purchased first aid supplies for wellness for $181,181,Health
I purchased pain relievers for $106,106,Health
I had checkup and paid $53,53,Health
I paid $21 for vaccination consultation,21,Health
I paid $106 for vaccination at the clinic,106,Health
I paid $69 for screening treatment,69,Health
I had screening and paid $86,86,Health
I spent $219 on protein powder for fitness,219,Health
I spent $173 on pain relievers at the drugstore,173,Health
I had my screening and paid $43 at the dentist,43,Health
I purchased supplements for $243,243,Health
I paid $102 for screening,102,Health
I bought bandages and paid $95 at the pharmacy,95,Health
I purchased vitamins for $23,23,Health
I had checkup and paid $82,82,Health
I purchased bandages and paid $247 for health,247,Health
I spent $245 on thermometer for fitness,245,Health
I paid $167 for dental cleaning at the clinic,167,Health
